001_BL01.set,1,2.516656,BL01
002_BL01.set,1,-2.795607,BL01
003_BL01.set,1,-2.347754,BL01
004_BL01.set,1,-4.326399,BL01
005_BL01.set,1,-8.624020,BL01
006_BL01.set,1,-4.934888,BL01
007_BL01.set,1,-3.442603,BL01
